Sentence	Source	Additional rationale for open license	Sentence Quality Assurance Feedback (optional) O = satisfactory sentence, X = unsatisfactory sentence
以避風險	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
任意惡意讀取	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
訴求三	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
個資保護與監督機關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
保障人民隱私權益	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
訴求四	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
開放存取系統之原始碼	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
公眾監督	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
取信於民	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果就是要	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全部換發	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以保留紙本形式	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
提供沒晶片的選項	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可不隨身攜帶	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
避免走到哪被掃到哪	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
香港人被秋後算賬	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
大家都看到了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
個資保護機關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就像是消保官的單位	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒有這個機關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
發生個資外洩	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不知道該找誰去討公道	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這也是接軌必須	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有個資保護官	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就可以請他去調查	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
提起集體訴訟	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒有原始碼	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如何稽核	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不被永久綁在某間廠商	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是不是中國廠商	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如何查人頭接單	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有沒有後門	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
覺得最扯的是這個	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
發包爭議	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒結案就開始執行	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
二零一九年四月	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
政府發包規劃案	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
由企業負責規劃建置	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
直到九月結案	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
公布規劃書	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
公開招標執行	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
二零一九年六月	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
中央印製廠	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在無公開招標情況	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
以限制型招標	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
接獲執行許可	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
規劃書被當煙霧彈	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有細部規格	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
偷跑建置	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這年頭廠商都超厲害	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒有規格	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也可以先開工	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也可以先買機器	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
做完再來比對看看	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
規格合不合用	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果是國民黨執政	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這查起來	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
絕對是一槍斃命的弊案	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
衝衝衝	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
真的不能這樣衝	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我們有一點點寫錯了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
其實到現在	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
規劃案都還沒公開	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
應該是程序重大瑕疵	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
已經到監察院檢舉了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但是政委還是一直推	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
沒有看到規格就敢去投標	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不是愛國愛過了頭	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就是有內線	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
那個是限制性招標	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
本來就是內定	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
本來就作健保卡	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我猜也是內定吧	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
再外包給團隊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
內政部	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
把印製工作交給其他團隊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
並未承攬印製作業	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
要採購哪些材料設備進來	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
採雙晶片備援機制	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
代工生產	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
要求至少要有千萬張晶片卡	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
須在台灣生產製造	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
透過國際廠商技術移轉	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
提升國內產業技術	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
以我的理解	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
確實需要原始碼公開	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
似乎難以推及	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
向公眾授予改作授權	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果訴求是後者	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
建議再補強一些論述	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以促進哪些公眾利益	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
具體的公眾利益	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
歐盟要求	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
敬表同意	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
個資的獨立專責機關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也將在二零二零年	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
規劃相關法案	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
設立個人資料保護委員會	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
如果獲立院如期通過	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
二零二一年起	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
小規模試行	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
數位身分識別證	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
即會是此機制的良好案例	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
戶籍法五十六條屬訓示規定	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
無任何罰則	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
目前採機制處理	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
晶片內寫入憑證	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在申請者要求下方得為之	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
若不寫入也完全可行	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
付費再申請一張	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
的確是以開放原始碼為基礎	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
戶籍法修正草內容如下	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全文已經說明過了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
